player,born,nation,positions,team_count,league_count,season_count,teams,leagues,seasons,player_id,matched_name,match_type,matched_flag,join_player,born_int
Adrien Truffert,2001.0,FRA,"DF, DF,MF",1,1,4,Rennes,FRA-Ligue 1,"2020-21, 2021-22, 2022-23, 2023-24",654539.0,Adrien Truffert,exact_name_plus_birth_year,True,adrien truffert,2001
Adrià Altimira,2001.0,ESP,"DF,MF",1,1,1,Villarreal,ESP-La Liga,2023-24,466807.0,Adrià Altimira,exact_name_plus_birth_year,True,adrià altimira,2001
Adrià Pedrosa,1998.0,ESP,"DF, DF,MF, MF,DF",2,1,5,"Espanyol, Sevilla",ESP-La Liga,"2018-19, 2019-20, 2021-22, 2022-23, 2023-24",501418.0,Adrià Pedrosa,exact_name_plus_birth_year,True,adrià pedrosa,1998
Adrián,1987.0,ESP,GK,2,1,6,"Liverpool, West Ham United",ENG-Premier League,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",,,,False,adrián,1987
Adrián Butzke,1999.0,ESP,FW,1,1,1,Granada,ESP-La Liga,2021-22,596884.0,Adrián Butzke,exact_name_plus_birth_year,True,adrián butzke,1999
Adrián Corral,2003.0,ESP,DF,1,1,1,Atlético Madrid,ESP-La Liga,2022-23,708388.0,Adrián Corral,exact_name_plus_birth_year,True,adrián corral,2003
Adrián Diéguez,1996.0,ESP,"DF, DF,MF",2,1,1,"Alavés, Huesca",ESP-La Liga,2018-19,355335.0,Adrián Diéguez,exact_name_plus_birth_year,True,adrián diéguez,1996
Adrián Guerrero,1998.0,ESP,DF,1,1,1,Valencia,ESP-La Liga,2019-20,282724.0,Adrián Guerrero,exact_name_plus_birth_year,True,adrián guerrero,1998
Adrián López,1988.0,ESP,"FW, FW,MF",1,1,2,Osasuna,ESP-La Liga,"2019-20, 2020-21",45383.0,Adrián López,exact_name_plus_birth_year,True,adrián lópez,1988
Adrián López,1999.0,ESP,GK,1,1,1,Granada,ESP-La Liga,2023-24,,,,False,adrián lópez,1999
Adrián Marín,1997.0,ESP,"DF, MF, MF,DF",2,1,3,"Alavés, Granada",ESP-La Liga,"2018-19, 2019-20, 2020-21",295414.0,Adrián Marín,exact_name_plus_birth_year,True,adrián marín,1997
Adrián Ramos,1986.0,COL,"MF,FW",1,1,1,Granada,ESP-La Liga,2019-20,73782.0,Adrián Ramos,exact_name_plus_birth_year,True,adrián ramos,1986
Adrián Tellado,1999.0,ESP,MF,1,1,1,Real Betis,ESP-La Liga,2018-19,548618.0,Adrián Tellado,exact_name_plus_birth_year,True,adrián tellado,1999
Adrián de la Fuente,1999.0,ESP,DF,1,1,1,Villarreal,ESP-La Liga,2021-22,,,,False,adrián de la fuente,1999
Adryelson,1998.0,BRA,DF,1,1,1,Lyon,FRA-Ligue 1,2023-24,373433.0,Adryelson,exact_name_plus_birth_year,True,adryelson,1998
Adson,2000.0,BRA,MF,1,1,1,Nantes,FRA-Ligue 1,2023-24,868891.0,Adson,exact_name_plus_birth_year,True,adson,2000
Adu Ares,2001.0,ESP,MF,1,1,2,Athletic Club,ESP-La Liga,"2022-23, 2023-24",895480.0,Adu Ares,exact_name_plus_birth_year,True,adu ares,2001
Afimico Pululu,1999.0,COD,"FW,MF",1,1,1,Greuther Fürth,GER-Bundesliga,2021-22,410649.0,Afimico Pululu,exact_name_plus_birth_year,True,afimico pululu,1999
Afriyie Acquah,1992.0,GHA,MF,1,1,1,Empoli,ITA-Serie A,2018-19,145581.0,Afriyie Acquah,exact_name_plus_birth_year,True,afriyie acquah,1992
Agon Elezi,2001.0,MKD,MF,1,1,1,Bochum,GER-Bundesliga,2023-24,505324.0,Agon Elezi,exact_name_plus_birth_year,True,agon elezi,2001
Agustín Marchesín,1988.0,ARG,GK,1,1,2,Celta Vigo,ESP-La Liga,"2022-23, 2023-24",54534.0,Agustín Marchesín,exact_name_plus_birth_year,True,agustín marchesín,1988
Agustín Martegani,2000.0,ARG,MF,1,1,1,Salernitana,ITA-Serie A,2023-24,732507.0,Agustín Martegani,exact_name_plus_birth_year,True,agustín martegani,2000
Agustín Rogel,1997.0,URU,DF,2,2,2,"Hertha BSC, Toulouse","FRA-Ligue 1, GER-Bundesliga","2019-20, 2022-23",456535.0,Agustín Rogel,exact_name_plus_birth_year,True,agustín rogel,1997
Agustín Álvarez,2001.0,URU,FW,1,1,2,Sassuolo,ITA-Serie A,"2022-23, 2023-24",812625.0,Agustín Álvarez,exact_name_plus_birth_year,True,agustín álvarez,2001
Ahmad Benali,1992.0,LBY,MF,1,1,1,Crotone,ITA-Serie A,2020-21,121402.0,Ahmad Benali,exact_name_plus_birth_year,True,ahmad benali,1992
Ahmad Ngouyamsa,2000.0,CHA,"DF, DF,MF",1,1,2,Dijon,FRA-Ligue 1,"2019-20, 2020-21",723416.0,Ahmad Ngouyamsa,exact_name_plus_birth_year,True,ahmad ngouyamsa,2000
Ahmed Elmohamady,1987.0,EGY,DF,1,1,2,Aston Villa,ENG-Premier League,"2019-20, 2020-21",66333.0,Ahmed Elmohamady,exact_name_plus_birth_year,True,ahmed elmohamady,1987
Ahmed Hegazi,1991.0,EGY,DF,1,1,1,West Brom,ENG-Premier League,2020-21,,,,False,ahmed hegazi,1991
Ahmed Kutucu,2000.0,TUR,"FW, FW,MF",1,1,3,Schalke 04,GER-Bundesliga,"2018-19, 2019-20, 2020-21",452084.0,Ahmed Kutucu,exact_name_plus_birth_year,True,ahmed kutucu,2000
Ahmed Sidibé,2002.0,FRA,MF,1,1,1,Saint-Étienne,FRA-Ligue 1,2021-22,808477.0,Ahmed Sidibé,exact_name_plus_birth_year,True,ahmed sidibé,2002
Ahmed Touba,1998.0,ALG,DF,1,1,1,Lecce,ITA-Serie A,2023-24,325924.0,Ahmed Touba,exact_name_plus_birth_year,True,ahmed touba,1998
Ahmet Gürleyen,1999.0,GER,DF,1,1,2,Mainz 05,GER-Bundesliga,"2018-19, 2019-20",397696.0,Ahmet Gürleyen,exact_name_plus_birth_year,True,ahmet gürleyen,1999
Aidan Francis,2004.0,ENG,DF,1,1,1,Luton Town,ENG-Premier League,2023-24,,,,False,aidan francis,2004
Aiham Ousou,2000.0,SYR,DF,1,1,1,Cádiz,ESP-La Liga,2023-24,585068.0,Aiham Ousou,exact_name_plus_birth_year,True,aiham ousou,2000
Aihen Muñoz,1997.0,ESP,DF,1,1,6,Real Sociedad,ESP-La Liga,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",517842.0,Aihen Muñoz,exact_name_plus_birth_year,True,aihen muñoz,1997
Aimar Oroz,2001.0,ESP,"MF, MF,FW",1,1,4,Osasuna,ESP-La Liga,"2019-20, 2020-21, 2022-23, 2023-24",634131.0,Aimar Oroz,exact_name_plus_birth_year,True,aimar oroz,2001
Aimar Sher,2002.0,IRQ,MF,1,1,2,Spezia,ITA-Serie A,"2021-22, 2022-23",579294.0,Aimar Sher,exact_name_plus_birth_year,True,aimar sher,2002
Aimen Moueffek,2001.0,FRA,"DF,MF, MF,FW",1,1,2,Saint-Étienne,FRA-Ligue 1,"2020-21, 2021-22",484992.0,Aïmen Moueffek,exact_name_plus_birth_year,True,aimen moueffek,2001
Aingeru Olabarrieta,2005.0,ESP,FW,1,1,1,Athletic Club,ESP-La Liga,2023-24,1056971.0,Aingeru Olabarrieta,exact_name_plus_birth_year,True,aingeru olabarrieta,2005
Ainsley Maitland-Niles,1997.0,ENG,"DF, DF,MF, MF, MF,DF",5,3,6,"Arsenal, Lyon, Roma, Southampton, West Brom","ENG-Premier League, FRA-Ligue 1, ITA-Serie A","2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",285845.0,Ainsley Maitland-Niles,exact_name_plus_birth_year,True,ainsley maitland-niles,1997
Aitor Fernández,1991.0,ESP,GK,2,1,6,"Levante, Osasuna",ESP-La Liga,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",118997.0,Aitor Fernández,exact_name_plus_birth_year,True,aitor fernández,1991
Aitor Fraga,2003.0,ESP,GK,1,1,1,Real Sociedad,ESP-La Liga,2023-24,668313.0,Aitor Fraga,exact_name_plus_birth_year,True,aitor fraga,2003
Aitor Gismera,2004.0,ESP,MF,1,1,2,Atlético Madrid,ESP-La Liga,"2022-23, 2023-24",646735.0,Aitor Gismera,exact_name_plus_birth_year,True,aitor gismera,2004
Aitor Paredes,2000.0,ESP,DF,1,1,4,Athletic Club,ESP-La Liga,"2020-21, 2021-22, 2022-23, 2023-24",591916.0,Aitor Paredes,exact_name_plus_birth_year,True,aitor paredes,2000
Aitor Ruibal,1996.0,ESP,"DF,MF, MF, MF,DF",2,1,5,"Leganés, Real Betis",ESP-La Liga,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",378139.0,Aitor Ruibal,exact_name_plus_birth_year,True,aitor ruibal,1996
Ajdin Hrustic,1996.0,AUS,MF,2,2,3,"Eintracht Frankfurt, Hellas Verona","GER-Bundesliga, ITA-Serie A","2020-21, 2021-22, 2022-23",265625.0,Ajdin Hrustic,exact_name_plus_birth_year,True,ajdin hrustic,1996
Ajibola Alese,2001.0,ENG,DF,1,1,1,West Ham United,ENG-Premier League,2021-22,,,,False,ajibola alese,2001
Akaki Gogia,1992.0,GER,"FW,MF, MF",1,1,2,Union Berlin,GER-Bundesliga,"2019-20, 2020-21",92472.0,Akaki Gogia,exact_name_plus_birth_year,True,akaki gogia,1992
Akim Zedadka,1995.0,ALG,"DF, DF,MF, MF,DF",3,1,3,"Auxerre, Clermont Foot, Lille",FRA-Ligue 1,"2021-22, 2022-23, 2023-24",327863.0,Akim Zedadka,exact_name_plus_birth_year,True,akim zedadka,1995
Akin Famewo,1998.0,ENG,DF,1,1,1,Norwich City,ENG-Premier League,2019-20,425713.0,Akin Famewo,exact_name_plus_birth_year,True,akin famewo,1998
Akor Adams,2000.0,NGA,FW,1,1,1,Montpellier,FRA-Ligue 1,2023-24,607034.0,Akor Adams,exact_name_plus_birth_year,True,akor adams,2000
Alaa Bakir,2001.0,JOR,"FW,MF",1,1,1,Dortmund,GER-Bundesliga,2019-20,386109.0,Alaa Bakir,exact_name_plus_birth_year,True,alaa bakir,2001
Alaa Bellaarouch,2002.0,MAR,GK,1,1,2,Strasbourg,FRA-Ligue 1,"2021-22, 2023-24",667991.0,Alaa Bellaarouch,exact_name_plus_birth_year,True,alaa bellaarouch,2002
Alaixys Romao,1984.0,TOG,MF,1,1,2,Reims,FRA-Ligue 1,"2018-19, 2019-20",40014.0,Alaixys Romao,exact_name_plus_birth_year,True,alaixys romao,1984
Alan Do Marcolino,2002.0,GAB,FW,1,1,1,Rennes,FRA-Ligue 1,2022-23,783635.0,Alan Do Marcolino,exact_name_plus_birth_year,True,alan do marcolino,2002
Alan Empereur,1994.0,BRA,DF,1,1,2,Hellas Verona,ITA-Serie A,"2019-20, 2020-21",169179.0,Alan Empereur,exact_name_plus_birth_year,True,alan empereur,1994
Alan Godoy,2003.0,ESP,FW,1,1,1,Alavés,ESP-La Liga,2021-22,668277.0,Alan Godoy,exact_name_plus_birth_year,True,alan godoy,2003
Alan Matturro,2004.0,URU,MF,1,1,1,Genoa,ITA-Serie A,2023-24,861981.0,Alan Matturro,exact_name_plus_birth_year,True,alan matturro,2004
Alan Virginius,2003.0,FRA,"FW, MF, MF,FW",2,1,2,"Clermont Foot, Lille",FRA-Ligue 1,"2022-23, 2023-24",654415.0,Alan Virginius,exact_name_plus_birth_year,True,alan virginius,2003
Alassane Pléa,1993.0,FRA,"FW, FW,MF, MF,FW",1,1,6,Gladbach,GER-Bundesliga,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",167329.0,Alassane Pléa,exact_name_plus_birth_year,True,alassane pléa,1993
Alassane Sidibe,2002.0,CIV,MF,1,1,1,Atalanta,ITA-Serie A,2021-22,616638.0,Alassane Sidibe,exact_name_plus_birth_year,True,alassane sidibe,2002
Alban Lafont,1999.0,CIV,GK,2,2,6,"Fiorentina, Nantes","FRA-Ligue 1, ITA-Serie A","2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",357117.0,Alban Lafont,exact_name_plus_birth_year,True,alban lafont,1999
Albert Guðmundsson,1997.0,ISL,"FW,MF, MF",1,1,2,Genoa,ITA-Serie A,"2021-22, 2023-24",,,,False,albert guðmundsson,1997
Albert Lottin,2001.0,FRA,MF,1,1,2,Bordeaux,FRA-Ligue 1,"2018-19, 2019-20",540659.0,Albert Lottin,exact_name_plus_birth_year,True,albert lottin,2001
Albert Sambi Lokonga,1999.0,BEL,MF,3,1,3,"Arsenal, Crystal Palace, Luton Town",ENG-Premier League,"2021-22, 2022-23, 2023-24",381967.0,Albert Sambi Lokonga,exact_name_plus_birth_year,True,albert sambi lokonga,1999
Alberth Elis,1996.0,HON,"FW,MF, MF",2,1,2,"Bordeaux, Brest",FRA-Ligue 1,"2021-22, 2022-23",281319.0,Alberth Elis,exact_name_plus_birth_year,True,alberth elis,1996
Alberto Basso,2004.0,ITA,FW,1,1,1,Cremonese,ITA-Serie A,2022-23,,,,False,alberto basso,2004
Alberto Brignoli,1991.0,ITA,GK,1,1,1,Empoli,ITA-Serie A,2021-22,146799.0,Alberto Brignoli,exact_name_plus_birth_year,True,alberto brignoli,1991
Alberto Centis,2004.0,ITA,MF,1,1,1,Udinese,ITA-Serie A,2022-23,817270.0,Alberto Centis,exact_name_plus_birth_year,True,alberto centis,2004
Alberto Cerri,1996.0,ITA,FW,3,1,4,"Cagliari, Empoli, SPAL",ITA-Serie A,"2018-19, 2019-20, 2020-21, 2023-24",197751.0,Alberto Cerri,exact_name_plus_birth_year,True,alberto cerri,1996
Alberto Cifuentes,1979.0,ESP,GK,1,1,1,Cádiz,ESP-La Liga,2020-21,7668.0,Alberto Cifuentes,exact_name_plus_birth_year,True,alberto cifuentes,1979
Alberto Dadie,2002.0,ESP,DF,1,1,1,Real Sociedad,ESP-La Liga,2023-24,711377.0,Alberto Dadie,exact_name_plus_birth_year,True,alberto dadie,2002
Alberto Del Moral,2000.0,ESP,MF,1,1,1,Villarreal,ESP-La Liga,2022-23,635347.0,Alberto del Moral,exact_name_plus_birth_year,True,alberto del moral,2000
Alberto Dossena,1998.0,ITA,DF,1,1,1,Cagliari,ITA-Serie A,2023-24,385394.0,Alberto Dossena,exact_name_plus_birth_year,True,alberto dossena,1998
Alberto García,1985.0,ESP,GK,1,1,1,Rayo Vallecano,ESP-La Liga,2018-19,58497.0,Alberto García,exact_name_plus_birth_year,True,alberto garcía,1985
Alberto Grassi,1995.0,ITA,"MF, MF,DF",3,1,6,"Cagliari, Empoli, Parma",ITA-Serie A,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",197473.0,Alberto Grassi,exact_name_plus_birth_year,True,alberto grassi,1995
Alberto López,2003.0,ESP,GK,1,1,3,Sevilla,ESP-La Liga,"2021-22, 2022-23, 2023-24",,,,False,alberto lópez,2003
Alberto Manzoni,2005.0,ITA,MF,1,1,1,Atalanta,ITA-Serie A,2023-24,936755.0,Alberto Manzoni,exact_name_plus_birth_year,True,alberto manzoni,2005
Alberto Marí,2001.0,ESP,FW,1,1,2,Valencia,ESP-La Liga,"2022-23, 2023-24",634105.0,Alberto Marí,exact_name_plus_birth_year,True,alberto marí,2001
Alberto Milan,2003.0,ITA,GK,1,1,1,Torino,ITA-Serie A,2021-22,652920.0,Alberto Milan,exact_name_plus_birth_year,True,alberto milan,2003
Alberto Moleiro,2003.0,ESP,"MF,FW",1,1,1,Las Palmas,ESP-La Liga,2023-24,733576.0,Alberto Moleiro,exact_name_plus_birth_year,True,alberto moleiro,2003
Alberto Moreno,1992.0,ESP,"DF, MF,DF",2,2,6,"Liverpool, Villarreal","ENG-Premier League, ESP-La Liga","2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",207917.0,Alberto Moreno,exact_name_plus_birth_year,True,alberto moreno,1992
Alberto Moreno,2002.0,ESP,MF,1,1,2,Atlético Madrid,ESP-La Liga,"2021-22, 2022-23",568149.0,Alberto Moreno,exact_name_plus_birth_year,True,alberto moreno,2002
Alberto Paleari,1992.0,ITA,GK,1,1,1,Genoa,ITA-Serie A,2020-21,163048.0,Alberto Paleari,exact_name_plus_birth_year,True,alberto paleari,1992
Alberto Paloschi,1990.0,ITA,FW,2,1,2,"Cagliari, SPAL",ITA-Serie A,"2018-19, 2019-20",68306.0,Alberto Paloschi,exact_name_plus_birth_year,True,alberto paloschi,1990
Alberto Perea,1990.0,ESP,"FW,MF, MF",2,1,4,"Cádiz, Granada",ESP-La Liga,"2020-21, 2021-22, 2022-23, 2023-24",99559.0,Alberto Perea,exact_name_plus_birth_year,True,alberto perea,1990
Alberto Risco,2005.0,ESP,MF,1,1,1,Getafe,ESP-La Liga,2023-24,1255616.0,Alberto Risco,exact_name_plus_birth_year,True,alberto risco,2005
Alberto Soro,1999.0,ESP,"FW,MF, MF, MF,FW",1,1,3,Granada,ESP-La Liga,"2020-21, 2021-22, 2023-24",487688.0,Alberto Soro,exact_name_plus_birth_year,True,alberto soro,1999
Albian Ajeti,1997.0,SUI,FW,1,1,1,West Ham United,ENG-Premier League,2019-20,195906.0,Albian Ajeti,exact_name_plus_birth_year,True,albian ajeti,1997
Albin Demouchy,2002.0,FRA,DF,1,1,1,Metz,FRA-Ligue 1,2023-24,814930.0,Albin Demouchy,exact_name_plus_birth_year,True,albin demouchy,2002
Albin Ekdal,1989.0,SWE,MF,2,1,5,"Sampdoria, Spezia",ITA-Serie A,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23",49275.0,Albin Ekdal,exact_name_plus_birth_year,True,albin ekdal,1989
Ale Gorrin,2002.0,ESP,GK,1,1,1,Las Palmas,ESP-La Liga,2023-24,749978.0,Ale Gorrin,exact_name_plus_birth_year,True,ale gorrin,2002
Aleix Febas,1996.0,ESP,MF,1,1,2,Mallorca,ESP-La Liga,"2019-20, 2021-22",217144.0,Aleix Febas,exact_name_plus_birth_year,True,aleix febas,1996
Aleix García,1997.0,ESP,MF,2,1,4,"Eibar, Girona",ESP-La Liga,"2018-19, 2020-21, 2022-23, 2023-24",261504.0,Aleix García,exact_name_plus_birth_year,True,aleix garcía,1997
Aleix Garrido,2004.0,ESP,MF,1,1,2,Barcelona,ESP-La Liga,"2022-23, 2023-24",709966.0,Aleix Garrido,exact_name_plus_birth_year,True,aleix garrido,2004
Aleix Gorjon,2002.0,ESP,DF,1,1,1,Espanyol,ESP-La Liga,2021-22,,,,False,aleix gorjon,2002
Aleix Vidal,1989.0,ESP,"DF, DF,MF, MF, MF,FW",3,1,5,"Alavés, Espanyol, Sevilla",ESP-La Liga,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23",88490.0,Aleix Vidal,exact_name_plus_birth_year,True,aleix vidal,1989
Alejandro Alfaro,2002.0,ESP,MF,1,1,1,Elche,ESP-La Liga,2022-23,720488.0,Alejandro Alfaro,exact_name_plus_birth_year,True,alejandro alfaro,2002
Alejandro Asensio,2000.0,ESP,FW,1,1,1,Rayo Vallecano,ESP-La Liga,2021-22,891075.0,Alejandro Asensio,exact_name_plus_birth_year,True,alejandro asensio,2000
Alejandro Balde,2003.0,ESP,"DF, DF,MF",1,1,3,Barcelona,ESP-La Liga,"2021-22, 2022-23, 2023-24",636688.0,Alejandro Balde,exact_name_plus_birth_year,True,alejandro balde,2003
Alejandro Blanco,1998.0,ESP,MF,2,1,3,"Alavés, Valencia",ESP-La Liga,"2018-19, 2020-21, 2021-22",,,,False,alejandro blanco,1998
Alejandro Blesa,2002.0,ESP,MF,1,1,3,Levante,ESP-La Liga,"2019-20, 2020-21, 2021-22",,,,False,alejandro blesa,2002
Alejandro Garnacho,2004.0,ARG,MF,1,1,3,Manchester Utd,ENG-Premier League,"2021-22, 2022-23, 2023-24",811779.0,Alejandro Garnacho,exact_name_plus_birth_year,True,alejandro garnacho,2004
Alejandro Herranz,2004.0,ESP,DF,1,1,1,Getafe,ESP-La Liga,2023-24,1158757.0,Alejandro Herranz,exact_name_plus_birth_year,True,alejandro herranz,2004
Alejandro Iturbe,2003.0,ESP,GK,1,1,1,Atlético Madrid,ESP-La Liga,2022-23,618801.0,Alejandro Iturbe,exact_name_plus_birth_year,True,alejandro iturbe,2003
Alejandro Marqués,2000.0,VEN,FW,1,1,1,Juventus,ITA-Serie A,2020-21,525602.0,Alejandro Marqués,exact_name_plus_birth_year,True,alejandro marqués,2000
Alejandro Morata,2006.0,ESP,DF,1,1,1,Cádiz,ESP-La Liga,2023-24,,,,False,alejandro morata,2006
Alejandro Pachón,2000.0,ESP,FW,1,1,1,Girona,ESP-La Liga,2018-19,,,,False,alejandro pachón,2000
Alejandro Pozo Pozo,1999.0,ESP,"DF,MF",4,1,5,"Almería, Eibar, Mallorca, Sevilla",ESP-La Liga,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",,,,False,alejandro pozo pozo,1999
Alejandro Primo,2004.0,ESP,GK,1,1,1,Levante,ESP-La Liga,2021-22,,,,False,alejandro primo,2004
Alejandro Pérez,2001.0,ESP,DF,1,1,1,Espanyol,ESP-La Liga,2021-22,548187.0,Alejandro Pérez,exact_name_plus_birth_year,True,alejandro pérez,2001
Alejandro Revuelta Montero,2000.0,ESP,DF,1,1,1,Getafe,ESP-La Liga,2022-23,,,,False,alejandro revuelta montero,2000
Alejandro Rodríguez,1991.0,ESP,FW,1,1,1,Empoli,ITA-Serie A,2018-19,169533.0,Alejandro Rodríguez,exact_name_plus_birth_year,True,alejandro rodríguez,1991
Alejo Véliz,2003.0,ARG,FW,2,2,1,"Sevilla, Tottenham Hotspur","ENG-Premier League, ESP-La Liga",2023-24,888493.0,Alejo Veliz,exact_name_plus_birth_year,True,alejo véliz,2003
Aleksa Terzić,1999.0,SRB,DF,1,1,3,Fiorentina,ITA-Serie A,"2019-20, 2021-22, 2022-23",404260.0,Aleksa Terzic,exact_name_plus_birth_year,True,aleksa terzić,1999
Aleksandar Dragović,1991.0,AUT,DF,1,1,3,Leverkusen,GER-Bundesliga,"2018-19, 2019-20, 2020-21",59032.0,Aleksandar Dragovic,exact_name_plus_birth_year,True,aleksandar dragović,1991
Aleksandar Jovanović,1992.0,SRB,GK,1,1,1,Huesca,ESP-La Liga,2018-19,256567.0,Aleksandar Jovanovic,exact_name_plus_birth_year,True,aleksandar jovanović,1992
Aleksandar Kolarov,1985.0,SRB,DF,2,1,4,"Inter, Roma",ITA-Serie A,"2018-19, 2019-20, 2020-21, 2021-22",46156.0,Aleksandar Kolarov,exact_name_plus_birth_year,True,aleksandar kolarov,1985
Aleksandar Mitrović,1994.0,SRB,FW,1,1,4,Fulham,ENG-Premier League,"2018-19, 2020-21, 2022-23, 2023-24",51152.0,Aleksandar Mitrović,exact_name_plus_birth_year,True,aleksandar mitrović,1994
Aleksandar Pavlovic,2004.0,GER,MF,1,1,2,Bayern Munich,GER-Bundesliga,"2022-23, 2023-24",792380.0,Aleksandar Pavlovic,exact_name_plus_birth_year,True,aleksandar pavlovic,2004
Aleksandar Radovanović,1993.0,SRB,DF,2,2,2,"Almería, Lens","ESP-La Liga, FRA-Ligue 1","2020-21, 2023-24",339501.0,Aleksandar Radovanovic,exact_name_plus_birth_year,True,aleksandar radovanović,1993
Aleksandar Sedlar,1991.0,SRB,DF,2,1,3,"Alavés, Mallorca",ESP-La Liga,"2019-20, 2021-22, 2023-24",237499.0,Aleksandar Sedlar,exact_name_plus_birth_year,True,aleksandar sedlar,1991
Aleksandar Stanković,2005.0,SRB,MF,1,1,2,Inter,ITA-Serie A,"2022-23, 2023-24",780136.0,Aleksandar Stanković,exact_name_plus_birth_year,True,aleksandar stanković,2005
Aleksandar Trajkovski,1992.0,MKD,MF,1,1,1,Mallorca,ESP-La Liga,2019-20,142920.0,Aleksandar Trajkovski,exact_name_plus_birth_year,True,aleksandar trajkovski,1992
Aleksander Buksa,2003.0,POL,FW,1,1,1,Genoa,ITA-Serie A,2021-22,553757.0,Aleksander Buksa,exact_name_plus_birth_year,True,aleksander buksa,2003
Aleksandr Golovin,1996.0,RUS,"MF, MF,FW",1,1,6,Monaco,FRA-Ligue 1,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",263918.0,Aleksandr Golovin,exact_name_plus_birth_year,True,aleksandr golovin,1996
Aleksandr Kokorin,1991.0,RUS,"FW,MF",1,1,3,Fiorentina,ITA-Serie A,"2020-21, 2021-22, 2023-24",89086.0,Aleksandr Kokorin,exact_name_plus_birth_year,True,aleksandr kokorin,1991
Aleksei Miranchuk,1995.0,RUS,"MF, MF,FW",2,1,4,"Atalanta, Torino",ITA-Serie A,"2020-21, 2021-22, 2022-23, 2023-24",,,,False,aleksei miranchuk,1995
Alen Halilović,1996.0,CRO,MF,1,1,1,Milan,ITA-Serie A,2018-19,226074.0,Alen Halilovic,exact_name_plus_birth_year,True,alen halilović,1996
Alessandro Bastoni,1999.0,ITA,DF,2,1,6,"Inter, Parma",ITA-Serie A,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23, 2023-24",315853.0,Alessandro Bastoni,exact_name_plus_birth_year,True,alessandro bastoni,1999
Alessandro Berardi,1991.0,ITA,GK,1,1,5,Hellas Verona,ITA-Serie A,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",127217.0,Alessandro Berardi,exact_name_plus_birth_year,True,alessandro berardi,1991
Alessandro Berretta,2006.0,ITA,MF,1,1,1,Monza,ITA-Serie A,2023-24,898356.0,Alessandro Berretta,exact_name_plus_birth_year,True,alessandro berretta,2006
Alessandro Bianco,2002.0,ITA,MF,1,1,3,Fiorentina,ITA-Serie A,"2020-21, 2021-22, 2022-23",602124.0,Alessandro Bianco,exact_name_plus_birth_year,True,alessandro bianco,2002
Alessandro Buongiorno,1999.0,ITA,DF,1,1,5,Torino,ITA-Serie A,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",386446.0,Alessandro Buongiorno,exact_name_plus_birth_year,True,alessandro buongiorno,1999
Alessandro Burlamaqui,2002.0,PER,MF,1,1,1,Valencia,ESP-La Liga,2021-22,657479.0,Alessandro Burlamaqui,exact_name_plus_birth_year,True,alessandro burlamaqui,2002
Alessandro Calligaris,2005.0,ITA,GK,1,1,1,Inter,ITA-Serie A,2023-24,746711.0,Alessandro Calligaris,exact_name_plus_birth_year,True,alessandro calligaris,2005
Alessandro Cerbara,2001.0,ITA,MF,1,1,1,Lazio,ITA-Serie A,2018-19,459095.0,Alessandro Cerbara,exact_name_plus_birth_year,True,alessandro cerbara,2001
Alessandro Cortinovis,2001.0,ITA,MF,2,1,2,"Atalanta, Hellas Verona",ITA-Serie A,"2022-23, 2023-24",421768.0,Alessandro Cortinovis,exact_name_plus_birth_year,True,alessandro cortinovis,2001
Alessandro Deiola,1995.0,ITA,MF,4,1,5,"Cagliari, Lecce, Parma, Spezia",ITA-Serie A,"2018-19, 2019-20, 2020-21, 2021-22, 2023-24",235931.0,Alessandro Deiola,exact_name_plus_birth_year,True,alessandro deiola,1995
Alessandro Dellavalle,2004.0,ITA,DF,1,1,1,Torino,ITA-Serie A,2023-24,704825.0,Alessandro Dellavalle,exact_name_plus_birth_year,True,alessandro dellavalle,2004
Alessandro Di Pardo,1999.0,ITA,"DF,MF, MF,DF",2,1,2,"Cagliari, Juventus",ITA-Serie A,"2020-21, 2023-24",457674.0,Alessandro Di Pardo,exact_name_plus_birth_year,True,alessandro di pardo,1999
Alessandro Falleni,2003.0,ITA,FW,1,1,1,Atalanta,ITA-Serie A,2022-23,708275.0,Alessandro Falleni,exact_name_plus_birth_year,True,alessandro falleni,2003
